Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
127459.0,-0.489190214809948,0.783289483400653,-1.65909697873975,-1.36681427470246,2.57684649061848,3.51325442561327,0.271305050742546,1.30464124590485,-0.238853400644406,-0.730978700707785,-0.451648857980305,0.28098921853371,-0.341062002834675,0.781811531939697,0.0794392150120507,-0.669977101071241,-0.0578916843724922,-0.515120084749176,0.4117747565238309,0.0555554224131888,-0.0584555410561591,-0.21489568720259905,0.22299820397823106,0.675949677617467,-0.6328601953932029,-0.53001731591077,0.345872331639712,0.22129350517144106,53.7,0
128505.0,1.29355595676058,-1.30238131293364,-2.2410847433093,0.3939737669242721,0.680825185827675,0.8216619708399509,0.501478337493486,0.104207727500051,0.111651005363486,0.08740330579836199,0.8992204193005459,0.616466087931718,-0.669650903688003,0.95934023981481,0.3912938933268351,-0.6732172663763579,0.0676266466018768,-1.04002034585114,-0.7405164278613791,0.358657642322122,0.359431643525132,0.443179332884084,-0.230090911921408,-1.58379100692527,-0.15725714014272002,0.4773170734358811,-0.10410106054896,-0.0392921653750232,347.9,0
128393.0,-0.755893987803687,0.12130523752681,0.852314000713128,-2.30341607135264,-0.23366976641260104,-0.24419108235941295,-0.28544042270950104,0.4240091859260871,-1.0726890911844,-0.548952949416553,-1.3684937700826103,-0.322030555480788,1.18961401989131,-0.518428880728524,-0.626943557677187,1.51854107468601,-0.16051964894593498,-0.9932118732755748,-0.0747874188768989,0.0652898965685377,0.438708702259886,1.03443294146943,-0.2326980846871,0.5312125776355421,0.100622757229394,-0.20357458808471895,-0.007693099515370671,0.0501170877653928,24.99,0
128738.0,2.03875005769503,-0.159487501502436,-1.0965703668454698,0.425224028177872,-0.214944412963736,-1.1519403306494098,0.107111603422467,-0.250273437991809,0.701067465500854,0.0928630708929336,-0.8729039258699821,-0.109839334326705,-1.00794043187772,0.495529457334955,0.20562171089958609,-0.112675021226707,-0.17036775186885,-0.825894143304374,0.0791549651331972,-0.284541383656758,-0.291320271443693,-0.766838366522928,0.353433075437437,-0.0421291827701531,-0.352271333479166,0.20387780186737695,-0.07590955571470401,-0.0615404041708062,8.99,0
140293.0,0.95102521866626,3.2529263650346,-5.03910474036957,4.63241097983647,3.01450127957475,-1.34957013831981,0.980940271596384,-1.81953945591171,-2.09904890456221,-1.34755671450971,2.68057817990216,-1.4629451764881,-0.705397068056644,-7.44529583374444,-0.5613315219515239,3.13965565883069,5.66542906834794,3.79031621184375,-1.90979861946686,-0.3814437222928371,1.4045240582928702,-0.760549175070266,0.358292341700385,-1.18594156446759,-1.28617671637574,0.00036530251610888997,0.16966196162803002,0.108275693217457,0.77,1
128647.0,2.0965044763830503,0.14386235301835698,-2.56054653784662,0.11379415290461803,0.983022090310451,-1.1098752221640802,0.8672497638898722,-0.393803181956076,0.0280909597202209,0.146776596893371,0.8543587259867859,0.600603789093074,-1.04994627484384,1.258276081629,-0.583995369910871,-0.973347682806698,-0.26120400767098395,0.0793060753540215,0.366643016120944,-0.306593031405399,0.34947141711829,1.1552081170891202,-0.194838379994177,0.751120356945664,0.851301323420607,-0.24309044151258105,-0.0616102411865098,-0.0867479186910743,1.0,0
128615.0,-1.2247674855781598,0.983052137594284,0.8104376107944951,-0.28975428016496,-0.255409484211782,0.13590767320538302,0.16377442683197002,0.244754816782022,0.20220355327412,-0.497703186966272,-1.7191892648036102,0.357152209000606,1.26834014062768,-0.36771879710852506,0.142131369653793,0.282612630712844,-0.546883895240596,0.3743063442451121,0.3798063064895421,-0.232627326449477,0.30946595194036497,0.926537903483129,-0.199168292317358,-0.563746312478171,-0.0713809715323607,0.495294892412625,-0.512326839808284,0.131614663260741,46.0,0
122608.0,-2.00345953080582,-7.15904171709445,-4.05097631587393,1.30957974749918,-2.0581015879866897,-0.0986209270722274,2.88008272715204,-0.7274840466089142,1.4603805509699,-1.5316079820608202,-1.39432826167269,-0.22071879778947895,-1.53099043146804,1.0752476539262,0.388383209307268,-0.6606553523126459,0.0933209955444861,0.335742221574637,0.0575510393537501,3.97321702726744,1.24428677489095,-1.01523228673153,-1.80098486605048,0.657585626965743,-0.435617246752788,-0.894508922176968,-0.39755738695085,0.31426171408750897,2125.87,1
128663.0,1.60822303807564,-0.5608647248384809,-2.5689780569755,1.04095975546054,0.966192655096927,-0.15463027750502,0.8974625612804058,-0.228507877578547,-0.25529787911766,0.443429293425024,0.106243050031756,0.0711980705831744,-0.960556309280992,1.19769917554949,-0.234458900562822,0.0601882903633995,-0.882736339586664,0.445598103070316,0.0716973694490999,0.214721248258788,0.259265608935277,0.19262570515594896,-0.286980237688218,-0.129518487991723,0.430075459984711,-0.5068809081280979,-0.0914947333433282,-0.0342411343662997,250.98,0
128508.0,-0.666510041375698,1.1340502389824298,-0.0779505804383764,0.199858354034394,1.5020371964904902,-0.69833105122217,0.963394516920094,-0.115842184472156,-0.453644241726701,-1.80432018397524,-0.9409506903668492,-0.8373509341325011,-0.204277778735177,-2.70847808506361,-0.0417437234182216,0.09423388649292698,2.17140036974345,1.03573611117673,0.8082456540954749,0.204331601459526,-0.0287413062175848,0.0935268979278176,-0.684164884092962,-0.838942930959074,0.979864963941803,1.0368698159042902,0.00693678238981299,0.0944986363699203,12.31,0
127456.0,0.16573905986027,-0.114604454783391,0.281622400065707,-2.03431706133234,-0.21577154445725005,-0.969631824571144,0.22411803527863505,-1.1451482370154,-1.1539087689324798,-0.100058373378218,-0.6708212492139279,-0.39606842632012107,0.34683219641794605,-0.0338969971813017,-0.495087666165095,1.13373631017093,0.0128848466339656,-1.99379199519766,-0.203512775906463,-0.0219173734051887,0.714397975429558,-0.696137364082939,-0.24099735739330105,-0.0931611945804985,0.984400354497399,-0.398644536295124,0.0875119471202861,0.20809795038517495,82.06,0
128783.0,-0.38233215975452506,1.26446682530077,-0.55136180359935,-0.72288143265063,0.7901500874205419,-0.645852221588056,0.8171078683708441,0.0727540279220865,0.134225558212525,-0.0343045795058087,1.09601604337877,0.4008592590813,-0.537481355607248,-0.866355776998164,-0.8684751195810859,0.470273390623802,0.169556839494809,0.258365471895538,-0.0449395735463546,0.25172411643472004,-0.34794136606096604,-0.7798016813791641,0.128630958176362,0.64139401136334,-0.378623839295896,0.0974121803402418,0.424363581328026,0.208873071223438,6.27,0
128731.0,-0.0468349070968717,0.380117686373666,0.4204751659099321,-1.22404197293914,0.483469416369911,0.427748867888892,0.456360893510574,0.107332615080761,0.3988119878278629,-0.6389158307917211,-0.407484852632438,0.6152573662293679,0.533679421863031,-0.12725877314741302,-0.4109857126510561,0.7853663755077909,-1.38513624986505,0.673739556696927,0.681791019487067,-0.120903369756415,-0.190253058062544,-0.506400890641262,0.0529091310050218,-1.41468083139151,-0.5890278573258431,-0.34493248345739297,-0.0335341299917792,0.0144303298030583,42.8,0
127440.0,1.66575578919726,-0.72357838753789,-2.10841087713797,0.331026062345222,0.136691760644645,-0.342361851481556,0.0516751793075704,0.0517231486553009,1.08366575892918,-0.694441209568558,0.49499639278631,-0.29749551701341403,-2.252207281765,-0.819745663900854,-0.503277886937764,0.43497675741704905,0.7969936857655101,0.9645182484481692,0.5245220777807751,0.0964392442921209,-0.140924101891344,-0.7253369208671421,0.0304714887198848,0.18464384680297896,-0.163619776983971,-0.130917302758974,-0.063899724255199,-0.00144267367251613,189.68,0
41204.0,-8.440283963231469,6.14765332384605,-11.6837061588856,6.702779571007531,-8.15583929706995,-3.71626415558662,-12.4073130564101,5.62657129554302,-6.2321608936382304,-13.386683439524601,7.60555947435276,-13.351815018081,0.8270496427736841,-14.979477348914196,1.53281308437662,-11.7714969677127,-20.299216509357606,-7.60911006016911,3.80913643570604,0.520732330180873,2.1928554197198897,-0.282596814624446,0.008068498112464541,0.403858336982018,-0.0187883930291726,0.522721636106603,0.792690689790115,0.0677895462043786,30.26,1
128660.0,-0.17014479371762398,1.19932005206518,-0.863556617862552,0.007739439327495641,0.987218884757402,-0.0540223019211942,0.30687888158762,-2.95872900915125,-1.49377015666129,-0.865605286018468,0.980827427628116,0.808272093632482,-0.575511213797974,1.59736527417775,-0.27201100674268497,-1.0702535914169302,0.216537661150636,0.0947687136438997,1.04132799629921,0.756241460966958,-0.979674665686922,1.19526479590187,-0.6523483866025059,0.7915118081364722,2.41657193125528,0.47013381318563,-0.0786056295517445,0.13071728746373198,40.0,0
